municipio,ano,vinculos,nome
3151800,2011,47698,Poços de Caldas
3151800,2014,50432,Poços de Caldas
3151800,2013,49866,Poços de Caldas
3151800,2012,49660,Poços de Caldas
3151800,2010,44371,Poços de Caldas
3151800,2016,49604,Poços de Caldas
3151800,2015,49549,Poços de Caldas
3151800,2020,46779,Poços de Caldas
3151800,2017,49770,Poços de Caldas
3151800,2018,49149,Poços de Caldas
3151800,2019,49164,Poços de Caldas
3118601,2011,199958,Contagem
3118601,2014,209001,Contagem
3118601,2013,212519,Contagem
3118601,2012,203450,Contagem
3118601,2010,191989,Contagem
3118601,2016,184997,Contagem
3118601,2015,199824,Contagem
3118601,2020,193255,Contagem
3118601,2017,185898,Contagem
3118601,2018,187383,Contagem
3118601,2019,190900,Contagem
3110004,2011,5125,Caeté
3110004,2014,5671,Caeté
3110004,2013,5281,Caeté
3110004,2012,4779,Caeté
3110004,2010,4884,Caeté
3110004,2016,5177,Caeté
3110004,2015,5225,Caeté
3110004,2020,5331,Caeté
3110004,2017,5180,Caeté
3110004,2018,5035,Caeté
3110004,2019,5265,Caeté
3111200,2011,10383,Campo Belo
3111200,2014,10808,Campo Belo
3111200,2013,10880,Campo Belo
3111200,2012,10885,Campo Belo
3111200,2010,9889,Campo Belo
3111200,2016,9434,Campo Belo
3111200,2015,10284,Campo Belo
3111200,2020,10509,Campo Belo
3111200,2017,9987,Campo Belo
3111200,2018,10147,Campo Belo
3111200,2019,10354,Campo Belo
3106705,2011,122224,Betim
3106705,2014,121269,Betim
3106705,2013,122688,Betim
3106705,2012,121364,Betim
3106705,2010,114800,Betim
3106705,2016,100771,Betim
3106705,2015,111093,Betim
3106705,2020,106740,Betim
3106705,2017,100863,Betim
3106705,2018,104410,Betim
3106705,2019,107743,Betim
3106200,2011,1370942,Belo Horizonte
3106200,2014,1354683,Belo Horizonte
3106200,2013,1377682,Belo Horizonte
3106200,2012,1411147,Belo Horizonte
3106200,2010,1356769,Belo Horizonte
3106200,2016,1176985,Belo Horizonte
3106200,2015,1216511,Belo Horizonte
3106200,2020,1203945,Belo Horizonte
3106200,2017,1177785,Belo Horizonte
3106200,2018,1179500,Belo Horizonte
3106200,2019,1200871,Belo Horizonte
3103504,2011,20921,Araguari
3103504,2014,22899,Araguari
3103504,2013,22873,Araguari
3103504,2012,21916,Araguari
3103504,2010,20687,Araguari
3103504,2016,22406,Araguari
3103504,2015,22406,Araguari
3103504,2020,24730,Araguari
3103504,2017,22996,Araguari
3103504,2018,23417,Araguari
3103504,2019,24402,Araguari
3154606,2011,26650,Ribeirão das Neves
3154606,2014,27385,Ribeirão das Neves
3154606,2013,26704,Ribeirão das Neves
3154606,2012,23135,Ribeirão das Neves
3154606,2010,27845,Ribeirão das Neves
3154606,2016,27235,Ribeirão das Neves
3154606,2015,28332,Ribeirão das Neves
3154606,2020,27126,Ribeirão das Neves
3154606,2017,27313,Ribeirão das Neves
3154606,2018,25774,Ribeirão das Neves
3154606,2019,27325,Ribeirão das Neves
3105608,2011,26373,Barbacena
3105608,2014,27686,Barbacena
3105608,2013,26628,Barbacena
3105608,2012,26989,Barbacena
3105608,2010,25374,Barbacena
3105608,2016,26646,Barbacena
3105608,2015,27591,Barbacena
3105608,2020,26907,Barbacena
3105608,2017,26549,Barbacena
3105608,2018,27658,Barbacena
3105608,2019,28077,Barbacena
3159803,2011,5224,Santa Vitória
3159803,2014,5508,Santa Vitória
3159803,2013,5600,Santa Vitória
3159803,2012,4972,Santa Vitória
3159803,2010,4814,Santa Vitória
3159803,2016,4967,Santa Vitória
3159803,2015,5735,Santa Vitória
3159803,2020,3797,Santa Vitória
3159803,2017,5150,Santa Vitória
3159803,2018,4857,Santa Vitória
3159803,2019,4743,Santa Vitória
3170107,2011,85453,Uberaba
3170107,2014,93433,Uberaba
3170107,2013,91874,Uberaba
3170107,2012,85775,Uberaba
3170107,2010,81770,Uberaba
3170107,2016,86811,Uberaba
3170107,2015,91181,Uberaba
3170107,2020,88801,Uberaba
3170107,2017,87711,Uberaba
3170107,2018,88350,Uberaba
3170107,2019,89662,Uberaba
3162807,2011,1198,São João Evangelista
3162807,2014,1295,São João Evangelista
3162807,2013,1192,São João Evangelista
3162807,2012,978,São João Evangelista
3162807,2010,1094,São João Evangelista
3162807,2016,1181,São João Evangelista
3162807,2015,1333,São João Evangelista
3162807,2020,1217,São João Evangelista
3162807,2017,1272,São João Evangelista
3162807,2018,1255,São João Evangelista
3162807,2019,1257,São João Evangelista
3170206,2011,197459,Uberlândia
3170206,2014,219454,Uberlândia
3170206,2013,214307,Uberlândia
3170206,2012,198503,Uberlândia
3170206,2010,183371,Uberlândia
3170206,2016,209438,Uberlândia
3170206,2015,215700,Uberlândia
3170206,2020,215443,Uberlândia
3170206,2017,212580,Uberlândia
3170206,2018,210389,Uberlândia
3170206,2019,214599,Uberlândia
3122306,2011,57732,Divinópolis
3122306,2014,59668,Divinópolis
3122306,2013,59329,Divinópolis
3122306,2012,58795,Divinópolis
3122306,2010,54973,Divinópolis
3122306,2016,56763,Divinópolis
3122306,2015,58272,Divinópolis
3122306,2020,55206,Divinópolis
3122306,2017,56895,Divinópolis
3122306,2018,56841,Divinópolis
3122306,2019,56732,Divinópolis
3168606,2011,23704,Teófilo Otoni
3168606,2014,26344,Teófilo Otoni
3168606,2013,25368,Teófilo Otoni
3168606,2012,23691,Teófilo Otoni
3168606,2010,23754,Teófilo Otoni
3168606,2016,24861,Teófilo Otoni
3168606,2015,26847,Teófilo Otoni
3168606,2020,26126,Teófilo Otoni
3168606,2017,25785,Teófilo Otoni
3168606,2018,25919,Teófilo Otoni
3168606,2019,26336,Teófilo Otoni
3111606,2011,3464,Campos Gerais
3111606,2014,3731,Campos Gerais
3111606,2013,3644,Campos Gerais
3111606,2012,3417,Campos Gerais
3111606,2010,3331,Campos Gerais
3111606,2016,3768,Campos Gerais
3111606,2015,3712,Campos Gerais
3111606,2020,3790,Campos Gerais
3111606,2017,3841,Campos Gerais
3111606,2018,3777,Campos Gerais
3111606,2019,3918,Campos Gerais
3108206,2011,856,Bonfinópolis de Minas
3108206,2014,933,Bonfinópolis de Minas
3108206,2013,979,Bonfinópolis de Minas
3108206,2012,878,Bonfinópolis de Minas
3108206,2010,717,Bonfinópolis de Minas
3108206,2016,985,Bonfinópolis de Minas
3108206,2015,997,Bonfinópolis de Minas
3108206,2020,1000,Bonfinópolis de Minas
3108206,2017,1028,Bonfinópolis de Minas
3108206,2018,1072,Bonfinópolis de Minas
3108206,2019,1008,Bonfinópolis de Minas
3143302,2011,77938,Montes Claros
3143302,2014,90797,Montes Claros
3143302,2013,87754,Montes Claros
3143302,2012,81647,Montes Claros
3143302,2010,72263,Montes Claros
3143302,2016,83818,Montes Claros
3143302,2015,89941,Montes Claros
3143302,2020,88076,Montes Claros
3143302,2017,84746,Montes Claros
3143302,2018,86545,Montes Claros
3143302,2019,87438,Montes Claros
3104007,2011,25819,Araxá
3104007,2014,28926,Araxá
3104007,2013,28858,Araxá
3104007,2012,26617,Araxá
3104007,2010,24166,Araxá
3104007,2016,29362,Araxá
3104007,2015,29201,Araxá
3104007,2020,28042,Araxá
3104007,2017,29198,Araxá
3104007,2018,28149,Araxá
3104007,2019,29009,Araxá
3109501,2011,1937,Cabo Verde
3109501,2014,1644,Cabo Verde
3109501,2013,1698,Cabo Verde
3109501,2012,1718,Cabo Verde
3109501,2010,1810,Cabo Verde
3109501,2016,1691,Cabo Verde
3109501,2015,1690,Cabo Verde
3109501,2020,1614,Cabo Verde
3109501,2017,1700,Cabo Verde
3109501,2018,1692,Cabo Verde
3109501,2019,1620,Cabo Verde
3144805,2011,40007,Nova Lima
3144805,2014,46369,Nova Lima
3144805,2013,45486,Nova Lima
3144805,2012,47213,Nova Lima
3144805,2010,32257,Nova Lima
3144805,2016,41748,Nova Lima
3144805,2015,41939,Nova Lima
3144805,2020,56130,Nova Lima
3144805,2017,38480,Nova Lima
3144805,2018,47591,Nova Lima
3144805,2019,55374,Nova Lima
3100500,2011,565,Açucena
3100500,2014,637,Açucena
3100500,2013,614,Açucena
3100500,2012,546,Açucena
3100500,2010,641,Açucena
3100500,2016,445,Açucena
3100500,2015,610,Açucena
3100500,2020,425,Açucena
3100500,2017,563,Açucena
3100500,2018,525,Açucena
3100500,2019,502,Açucena
3132404,2011,26247,Itajubá
3132404,2014,26357,Itajubá
3132404,2013,27091,Itajubá
3132404,2012,26847,Itajubá
3132404,2010,25213,Itajubá
3132404,2016,23888,Itajubá
3132404,2015,24574,Itajubá
3132404,2020,22416,Itajubá
3132404,2017,24191,Itajubá
3132404,2018,23642,Itajubá
3132404,2019,23172,Itajubá
3133709,2011,4178,Itatiaiuçu
3133709,2014,3141,Itatiaiuçu
3133709,2013,3624,Itatiaiuçu
3133709,2012,3572,Itatiaiuçu
3133709,2010,3275,Itatiaiuçu
3133709,2016,2135,Itatiaiuçu
3133709,2015,2629,Itatiaiuçu
3133709,2020,3380,Itatiaiuçu
3133709,2017,2658,Itatiaiuçu
3133709,2018,2838,Itatiaiuçu
3133709,2019,3209,Itatiaiuçu
3148103,2011,19060,Patrocínio
3148103,2014,20956,Patrocínio
3148103,2013,20484,Patrocínio
3148103,2012,20079,Patrocínio
3148103,2010,17847,Patrocínio
3148103,2016,21192,Patrocínio
3148103,2015,21059,Patrocínio
3148103,2020,21927,Patrocínio
3148103,2017,22090,Patrocínio
3148103,2018,21830,Patrocínio
3148103,2019,22293,Patrocínio
3120904,2011,15396,Curvelo
3120904,2014,16252,Curvelo
3120904,2013,16505,Curvelo
3120904,2012,15006,Curvelo
3120904,2010,14803,Curvelo
3120904,2016,15627,Curvelo
3120904,2015,16432,Curvelo
3120904,2020,17784,Curvelo
3120904,2017,16024,Curvelo
3120904,2018,16831,Curvelo
3120904,2019,17891,Curvelo
3147105,2011,25063,Pará de Minas
3147105,2014,28088,Pará de Minas
3147105,2013,26994,Pará de Minas
3147105,2012,25853,Pará de Minas
3147105,2010,23159,Pará de Minas
3147105,2016,25769,Pará de Minas
3147105,2015,27411,Pará de Minas
3147105,2020,27957,Pará de Minas
3147105,2017,26349,Pará de Minas
3147105,2018,27060,Pará de Minas
3147105,2019,27878,Pará de Minas
3140704,2011,6251,Mateus Leme
3140704,2014,6569,Mateus Leme
3140704,2013,6755,Mateus Leme
3140704,2012,7850,Mateus Leme
3140704,2010,5735,Mateus Leme
3140704,2016,5704,Mateus Leme
3140704,2015,5936,Mateus Leme
3140704,2020,6364,Mateus Leme
3140704,2017,6378,Mateus Leme
3140704,2018,6072,Mateus Leme
3140704,2019,5844,Mateus Leme
3151503,2011,6813,Piumhi
3151503,2014,7345,Piumhi
3151503,2013,7504,Piumhi
3151503,2012,7129,Piumhi
3151503,2010,6476,Piumhi
3151503,2016,7515,Piumhi
3151503,2015,7427,Piumhi
3151503,2020,8116,Piumhi
3151503,2017,7595,Piumhi
3151503,2018,7798,Piumhi
3151503,2019,8512,Piumhi
3164704,2011,16729,São Sebastião do Paraíso
3164704,2014,18169,São Sebastião do Paraíso
3164704,2013,17640,São Sebastião do Paraíso
3164704,2012,17317,São Sebastião do Paraíso
3164704,2010,16416,São Sebastião do Paraíso
3164704,2016,17281,São Sebastião do Paraíso
3164704,2015,17745,São Sebastião do Paraíso
3164704,2020,17384,São Sebastião do Paraíso
3164704,2017,17654,São Sebastião do Paraíso
3164704,2018,17559,São Sebastião do Paraíso
3164704,2019,17269,São Sebastião do Paraíso
3160959,2011,549,São Domingos das Dores
3160959,2014,523,São Domingos das Dores
3160959,2013,465,São Domingos das Dores
3160959,2012,458,São Domingos das Dores
3160959,2010,503,São Domingos das Dores
3160959,2016,484,São Domingos das Dores
3160959,2015,548,São Domingos das Dores
3160959,2020,881,São Domingos das Dores
3160959,2017,537,São Domingos das Dores
3160959,2018,526,São Domingos das Dores
3160959,2019,430,São Domingos das Dores
3145208,2011,24711,Nova Serrana
3145208,2014,26327,Nova Serrana
3145208,2013,26751,Nova Serrana
3145208,2012,26129,Nova Serrana
3145208,2010,25090,Nova Serrana
3145208,2016,26091,Nova Serrana
3145208,2015,24355,Nova Serrana
3145208,2020,22716,Nova Serrana
3145208,2017,26532,Nova Serrana
3145208,2018,25957,Nova Serrana
3145208,2019,26446,Nova Serrana
3134202,2011,19681,Ituiutaba
3134202,2014,22280,Ituiutaba
3134202,2013,21819,Ituiutaba
3134202,2012,20822,Ituiutaba
3134202,2010,18935,Ituiutaba
3134202,2016,20286,Ituiutaba
3134202,2015,21881,Ituiutaba
3134202,2020,19727,Ituiutaba
3134202,2017,20085,Ituiutaba
3134202,2018,20159,Ituiutaba
3134202,2019,20982,Ituiutaba
3110608,2011,6264,Cambuí
3110608,2014,6651,Cambuí
3110608,2013,6647,Cambuí
3110608,2012,6568,Cambuí
3110608,2010,5650,Cambuí
3110608,2016,6634,Cambuí
3110608,2015,6743,Cambuí
3110608,2020,6639,Cambuí
3110608,2017,6881,Cambuí
3110608,2018,6712,Cambuí
3110608,2019,6750,Cambuí
3113602,2011,1173,Careaçu
3113602,2014,1208,Careaçu
3113602,2013,1163,Careaçu
3113602,2012,1221,Careaçu
3113602,2010,1218,Careaçu
3113602,2016,1009,Careaçu
3113602,2015,1065,Careaçu
3113602,2020,992,Careaçu
3113602,2017,1060,Careaçu
3113602,2018,916,Careaçu
3113602,2019,947,Careaçu
3147907,2011,24862,Passos
3147907,2014,26479,Passos
3147907,2013,25257,Passos
3147907,2012,25168,Passos
3147907,2010,24907,Passos
3147907,2016,23644,Passos
3147907,2015,23772,Passos
3147907,2020,22176,Passos
3147907,2017,23621,Passos
3147907,2018,24309,Passos
3147907,2019,23407,Passos
3167202,2011,56436,Sete Lagoas
3167202,2014,56124,Sete Lagoas
3167202,2013,57890,Sete Lagoas
3167202,2012,59832,Sete Lagoas
3167202,2010,53802,Sete Lagoas
3167202,2016,53015,Sete Lagoas
3167202,2015,57407,Sete Lagoas
3167202,2020,57936,Sete Lagoas
3167202,2017,54348,Sete Lagoas
3167202,2018,55984,Sete Lagoas
3167202,2019,58723,Sete Lagoas
3128907,2011,622,Guimarânia
3128907,2014,836,Guimarânia
3128907,2013,776,Guimarânia
3128907,2012,710,Guimarânia
3128907,2010,587,Guimarânia
3128907,2016,898,Guimarânia
3128907,2015,887,Guimarânia
3128907,2020,1042,Guimarânia
3128907,2017,1036,Guimarânia
3128907,2018,989,Guimarânia
3128907,2019,975,Guimarânia
3131703,2011,39039,Itabira
3131703,2014,40967,Itabira
3131703,2013,39590,Itabira
3131703,2012,40461,Itabira
3131703,2010,35243,Itabira
3131703,2016,31302,Itabira
3131703,2015,34786,Itabira
3131703,2020,30948,Itabira
3131703,2017,26168,Itabira
3131703,2018,26510,Itabira
3131703,2019,28062,Itabira
3143906,2011,24095,Muriaé
3143906,2014,25947,Muriaé
3143906,2013,25590,Muriaé
3143906,2012,25133,Muriaé
3143906,2010,24272,Muriaé
3143906,2016,24117,Muriaé
3143906,2015,25155,Muriaé
3143906,2020,23708,Muriaé
3143906,2017,24068,Muriaé
3143906,2018,23645,Muriaé
3143906,2019,24177,Muriaé
3128105,2011,1867,Guapé
3128105,2014,2178,Guapé
3128105,2013,2214,Guapé
3128105,2012,1973,Guapé
3128105,2010,1724,Guapé
3128105,2016,2053,Guapé
3128105,2015,2127,Guapé
3128105,2020,2060,Guapé
3128105,2017,1994,Guapé
3128105,2018,1778,Guapé
3128105,2019,1901,Guapé
3125101,2011,12899,Extrema
3125101,2014,16700,Extrema
3125101,2013,16274,Extrema
3125101,2012,14466,Extrema
3125101,2010,11823,Extrema
3125101,2016,16889,Extrema
3125101,2015,17204,Extrema
3125101,2020,26671,Extrema
3125101,2017,19805,Extrema
3125101,2018,22215,Extrema
3125101,2019,24654,Extrema
3152501,2011,43651,Pouso Alegre
3152501,2014,49723,Pouso Alegre
3152501,2013,48847,Pouso Alegre
3152501,2012,46899,Pouso Alegre
3152501,2010,40940,Pouso Alegre
3152501,2016,45618,Pouso Alegre
3152501,2015,47567,Pouso Alegre
3152501,2020,50412,Pouso Alegre
3152501,2017,46793,Pouso Alegre
3152501,2018,48181,Pouso Alegre
3152501,2019,50416,Pouso Alegre
3127701,2011,55014,Governador Valadares
3127701,2014,64207,Governador Valadares
3127701,2013,61886,Governador Valadares
3127701,2012,60100,Governador Valadares
3127701,2010,53589,Governador Valadares
3127701,2016,58400,Governador Valadares
3127701,2015,62012,Governador Valadares
3127701,2020,55244,Governador Valadares
3127701,2017,55564,Governador Valadares
3127701,2018,54650,Governador Valadares
3127701,2019,55801,Governador Valadares
3172004,2011,10251,Visconde do Rio Branco
3172004,2014,11847,Visconde do Rio Branco
3172004,2013,11428,Visconde do Rio Branco
3172004,2012,11111,Visconde do Rio Branco
3172004,2010,9958,Visconde do Rio Branco
3172004,2016,10874,Visconde do Rio Branco
3172004,2015,11053,Visconde do Rio Branco
3172004,2020,10773,Visconde do Rio Branco
3172004,2017,10910,Visconde do Rio Branco
3172004,2018,10807,Visconde do Rio Branco
3172004,2019,11284,Visconde do Rio Branco
3121209,2011,1322,Delfinópolis
3121209,2014,1412,Delfinópolis
3121209,2013,1477,Delfinópolis
3121209,2012,1271,Delfinópolis
3121209,2010,1140,Delfinópolis
3121209,2016,1553,Delfinópolis
3121209,2015,1475,Delfinópolis
3121209,2020,1866,Delfinópolis
3121209,2017,1649,Delfinópolis
3121209,2018,1739,Delfinópolis
3121209,2019,1809,Delfinópolis
3155504,2011,4334,Rio Paranaíba
3155504,2014,4930,Rio Paranaíba
3155504,2013,4803,Rio Paranaíba
3155504,2012,4620,Rio Paranaíba
3155504,2010,4160,Rio Paranaíba
3155504,2016,5048,Rio Paranaíba
3155504,2015,5055,Rio Paranaíba
3155504,2020,5848,Rio Paranaíba
3155504,2017,4560,Rio Paranaíba
3155504,2018,5942,Rio Paranaíba
3155504,2019,5503,Rio Paranaíba
3111804,2011,3114,Canápolis
3111804,2014,2084,Canápolis
3111804,2013,3005,Canápolis
3111804,2012,2601,Canápolis
3111804,2010,3337,Canápolis
3111804,2016,1600,Canápolis
3111804,2015,2055,Canápolis
3111804,2020,2182,Canápolis
3111804,2017,2077,Canápolis
3111804,2018,2082,Canápolis
3111804,2019,2174,Canápolis
3104205,2011,9941,Arcos
3104205,2014,11325,Arcos
3104205,2013,10049,Arcos
3104205,2012,10019,Arcos
3104205,2010,9029,Arcos
3104205,2016,10303,Arcos
3104205,2015,11265,Arcos
3104205,2020,10814,Arcos
3104205,2017,11026,Arcos
3104205,2018,11770,Arcos
3104205,2019,10875,Arcos
3143104,2011,9980,Monte Carmelo
3143104,2014,10326,Monte Carmelo
3143104,2013,10545,Monte Carmelo
3143104,2012,10526,Monte Carmelo
3143104,2010,10188,Monte Carmelo
3143104,2016,9321,Monte Carmelo
3143104,2015,9855,Monte Carmelo
3143104,2020,9539,Monte Carmelo
3143104,2017,9562,Monte Carmelo
3143104,2018,9380,Monte Carmelo
3143104,2019,9535,Monte Carmelo
3136900,2011,1823,Juruaia
3136900,2014,2186,Juruaia
3136900,2013,2121,Juruaia
3136900,2012,1947,Juruaia
3136900,2010,1758,Juruaia
3136900,2016,2178,Juruaia
3136900,2015,2256,Juruaia
3136900,2020,2404,Juruaia
3136900,2017,2339,Juruaia
3136900,2018,2348,Juruaia
3136900,2019,2407,Juruaia
3147006,2011,19689,Paracatu
3147006,2014,21692,Paracatu
3147006,2013,20818,Paracatu
3147006,2012,19981,Paracatu
3147006,2010,18711,Paracatu
3147006,2016,21484,Paracatu
3147006,2015,20991,Paracatu
3147006,2020,22991,Paracatu
3147006,2017,22425,Paracatu
3147006,2018,23308,Paracatu
3147006,2019,22329,Paracatu
3133808,2011,24882,Itaúna
3133808,2014,25965,Itaúna
3133808,2013,26184,Itaúna
3133808,2012,25277,Itaúna
3133808,2010,23690,Itaúna
3133808,2016,24095,Itaúna
3133808,2015,24888,Itaúna
3133808,2020,26114,Itaúna
3133808,2017,25066,Itaúna
3133808,2018,25734,Itaúna
3133808,2019,25608,Itaúna
3131307,2011,78234,Ipatinga
3131307,2014,72602,Ipatinga
3131307,2013,74961,Ipatinga
3131307,2012,74047,Ipatinga
3131307,2010,80348,Ipatinga
3131307,2016,63076,Ipatinga
3131307,2015,65714,Ipatinga
3131307,2020,65252,Ipatinga
3131307,2017,62824,Ipatinga
3131307,2018,67739,Ipatinga
3131307,2019,69267,Ipatinga
3162104,2011,4824,São Gotardo
3162104,2014,6463,São Gotardo
3162104,2013,6021,São Gotardo
3162104,2012,5413,São Gotardo
3162104,2010,4468,São Gotardo
3162104,2016,6876,São Gotardo
3162104,2015,6279,São Gotardo
3162104,2020,7751,São Gotardo
3162104,2017,7153,São Gotardo
3162104,2018,7674,São Gotardo
3162104,2019,7581,São Gotardo
3157203,2011,6086,Santa Bárbara
3157203,2014,6037,Santa Bárbara
3157203,2013,5982,Santa Bárbara
3157203,2012,6185,Santa Bárbara
3157203,2010,5351,Santa Bárbara
3157203,2016,5685,Santa Bárbara
3157203,2015,5736,Santa Bárbara
3157203,2020,6214,Santa Bárbara
3157203,2017,5675,Santa Bárbara
3157203,2018,5456,Santa Bárbara
3157203,2019,5674,Santa Bárbara
3149309,2011,17068,Pedro Leopoldo
3149309,2014,16786,Pedro Leopoldo
3149309,2013,16830,Pedro Leopoldo
3149309,2012,17205,Pedro Leopoldo
3149309,2010,15503,Pedro Leopoldo
3149309,2016,14477,Pedro Leopoldo
3149309,2015,15827,Pedro Leopoldo
3149309,2020,14759,Pedro Leopoldo
3149309,2017,13970,Pedro Leopoldo
3149309,2018,14526,Pedro Leopoldo
3149309,2019,14891,Pedro Leopoldo
3168002,2011,4317,Taiobeiras
3168002,2014,4794,Taiobeiras
3168002,2013,4513,Taiobeiras
3168002,2012,4495,Taiobeiras
3168002,2010,4212,Taiobeiras
3168002,2016,4291,Taiobeiras
3168002,2015,4613,Taiobeiras
3168002,2020,4299,Taiobeiras
3168002,2017,4416,Taiobeiras
3168002,2018,4443,Taiobeiras
3168002,2019,4292,Taiobeiras
3133501,2011,3467,Itapecerica
3133501,2014,3926,Itapecerica
3133501,2013,3722,Itapecerica
3133501,2012,3527,Itapecerica
3133501,2010,3137,Itapecerica
3133501,2016,3572,Itapecerica
3133501,2015,3978,Itapecerica
3133501,2020,3750,Itapecerica
3133501,2017,3879,Itapecerica
3133501,2018,3860,Itapecerica
3133501,2019,3933,Itapecerica
3121258,2011,4252,Delta
3121258,2014,3508,Delta
3121258,2013,3857,Delta
3121258,2012,3728,Delta
3121258,2010,3860,Delta
3121258,2016,3079,Delta
3121258,2015,3242,Delta
3121258,2020,3558,Delta
3121258,2017,3101,Delta
3121258,2018,3029,Delta
3121258,2019,3350,Delta
3148004,2011,36440,Patos de Minas
3148004,2014,40200,Patos de Minas
3148004,2013,39665,Patos de Minas
3148004,2012,38009,Patos de Minas
3148004,2010,33812,Patos de Minas
3148004,2016,39514,Patos de Minas
3148004,2015,39649,Patos de Minas
3148004,2020,42197,Patos de Minas
3148004,2017,41305,Patos de Minas
3148004,2018,42166,Patos de Minas
3148004,2019,42432,Patos de Minas
3107406,2011,9918,Bom Despacho
3107406,2014,11331,Bom Despacho
3107406,2013,10808,Bom Despacho
3107406,2012,10289,Bom Despacho
3107406,2010,9581,Bom Despacho
3107406,2016,11081,Bom Despacho
3107406,2015,11281,Bom Despacho
3107406,2020,11369,Bom Despacho
3107406,2017,11187,Bom Despacho
3107406,2018,11177,Bom Despacho
3107406,2019,11331,Bom Despacho
3138674,2011,271,Luisburgo
3138674,2014,287,Luisburgo
3138674,2013,272,Luisburgo
3138674,2012,287,Luisburgo
3138674,2010,261,Luisburgo
3138674,2016,422,Luisburgo
3138674,2015,414,Luisburgo
3138674,2020,334,Luisburgo
3138674,2017,424,Luisburgo
3138674,2018,463,Luisburgo
3138674,2019,406,Luisburgo
3115359,2011,808,Catas Altas
3115359,2014,921,Catas Altas
3115359,2013,831,Catas Altas
3115359,2012,798,Catas Altas
3115359,2010,747,Catas Altas
3115359,2016,751,Catas Altas
3115359,2015,789,Catas Altas
3115359,2020,1150,Catas Altas
3115359,2017,861,Catas Altas
3115359,2018,955,Catas Altas
3115359,2019,1023,Catas Altas
3117306,2011,5645,Conceição das Alagoas
3117306,2014,5381,Conceição das Alagoas
3117306,2013,5943,Conceição das Alagoas
3117306,2012,5182,Conceição das Alagoas
3117306,2010,4225,Conceição das Alagoas
3117306,2016,4946,Conceição das Alagoas
3117306,2015,5153,Conceição das Alagoas
3117306,2020,4919,Conceição das Alagoas
3117306,2017,5182,Conceição das Alagoas
3117306,2018,5056,Conceição das Alagoas
3117306,2019,5221,Conceição das Alagoas
3139409,2011,17309,Manhuaçu
3139409,2014,20522,Manhuaçu
3139409,2013,19723,Manhuaçu
3139409,2012,18938,Manhuaçu
3139409,2010,16599,Manhuaçu
3139409,2016,20387,Manhuaçu
3139409,2015,20440,Manhuaçu
3139409,2020,22278,Manhuaçu
3139409,2017,20852,Manhuaçu
3139409,2018,21743,Manhuaçu
3139409,2019,22479,Manhuaçu
3171204,2011,17648,Vespasiano
3171204,2014,18530,Vespasiano
3171204,2013,18491,Vespasiano
3171204,2012,18064,Vespasiano
3171204,2010,15096,Vespasiano
3171204,2016,16141,Vespasiano
3171204,2015,17088,Vespasiano
3171204,2020,20194,Vespasiano
3171204,2017,16309,Vespasiano
3171204,2018,16981,Vespasiano
3171204,2019,18287,Vespasiano
3119302,2011,4830,Coromandel
3119302,2014,5296,Coromandel
3119302,2013,5164,Coromandel
3119302,2012,5027,Coromandel
3119302,2010,4685,Coromandel
3119302,2016,5124,Coromandel
3119302,2015,5514,Coromandel
3119302,2020,5558,Coromandel
3119302,2017,5333,Coromandel
3119302,2018,5655,Coromandel
3119302,2019,5845,Coromandel
3151404,2011,4486,Pitangui
3151404,2014,4550,Pitangui
3151404,2013,4479,Pitangui
3151404,2012,4359,Pitangui
3151404,2010,4225,Pitangui
3151404,2016,4255,Pitangui
3151404,2015,4566,Pitangui
3151404,2020,4437,Pitangui
3151404,2017,4206,Pitangui
3151404,2018,4376,Pitangui
3151404,2019,4421,Pitangui
3170701,2011,38332,Varginha
3170701,2014,41204,Varginha
3170701,2013,40668,Varginha
3170701,2012,39129,Varginha
3170701,2010,37075,Varginha
3170701,2016,39760,Varginha
3170701,2015,40193,Varginha
3170701,2020,41315,Varginha
3170701,2017,40390,Varginha
3170701,2018,40555,Varginha
3170701,2019,40694,Varginha
3134004,2011,801,Itinga
3134004,2014,971,Itinga
3134004,2013,911,Itinga
3134004,2012,695,Itinga
3134004,2010,610,Itinga
3134004,2016,823,Itinga
3134004,2015,956,Itinga
3134004,2020,684,Itinga
3134004,2017,892,Itinga
3134004,2018,862,Itinga
3134004,2019,830,Itinga
3160603,2011,498,Santo Hipólito
3160603,2014,357,Santo Hipólito
3160603,2013,365,Santo Hipólito
3160603,2012,363,Santo Hipólito
3160603,2010,407,Santo Hipólito
3160603,2016,332,Santo Hipólito
3160603,2015,349,Santo Hipólito
3160603,2020,362,Santo Hipólito
3160603,2017,330,Santo Hipólito
3160603,2018,373,Santo Hipólito
3160603,2019,358,Santo Hipólito
3166709,2011,1551,Serra dos Aimorés
3166709,2014,1288,Serra dos Aimorés
3166709,2013,1189,Serra dos Aimorés
3166709,2012,861,Serra dos Aimorés
3166709,2010,1240,Serra dos Aimorés
3166709,2016,556,Serra dos Aimorés
3166709,2015,862,Serra dos Aimorés
3166709,2020,867,Serra dos Aimorés
3166709,2017,666,Serra dos Aimorés
3166709,2018,730,Serra dos Aimorés
3166709,2019,728,Serra dos Aimorés
3169307,2011,16874,Três Corações
3169307,2014,17742,Três Corações
3169307,2013,17399,Três Corações
3169307,2012,16775,Três Corações
3169307,2010,16599,Três Corações
3169307,2016,15909,Três Corações
